Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Croatia;39;2021-10-01;326;350,9;2019-10-04;339;-3,83%;-13,82%;2020-10-02;131
Croatia;39;2021-10-02;416;343,3;2019-10-05;519;-19,85%;-14,30%;2020-10-03;157
Croatia;39;2021-10-03;343;337,3;2019-10-06;434;-20,97%;-14,61%;2020-10-04;135
Croatia;40;2021-10-04;262;328,1;2019-10-07;303;-13,53%;-15,64%;2020-10-05;124
Croatia;40;2021-10-05;268;321,4;2019-10-08;331;-19,03%;-15,82%;2020-10-06;86
Croatia;40;2021-10-06;245;312;2019-10-09;312;-21,47%;-16,89%;2020-10-07;93
Croatia;40;2021-10-07;250;301,4;2019-10-10;363;-31,13%;-18,88%;2020-10-08;114
Croatia;40;2021-10-08;280;294,9;2019-10-11;310;-9,68%;-19,75%;2020-10-09;122
Croatia;40;2021-10-09;378;289,4;2019-10-12;471;-19,75%;-19,73%;2020-10-10;124
Croatia;40;2021-10-10;281;280,6;2019-10-13;397;-29,22%;-21,03%;2020-10-11;116
Croatia;41;2021-10-11;262;280,6;2019-10-14;296;-11,49%;-20,81%;2020-10-12;95
Cyprus;53;2021-01-01;21;52,1;2019-01-04;138;-84,78%;-65,14%;2020-01-03;144
Cyprus;53;2021-01-02;59;51,4;2019-01-05;159;-62,89%;-65,42%;2020-01-04;184
Cyprus;53;2021-01-03;69;53,1;2019-01-06;163;-57,67%;-64,09%;2020-01-05;170
Cyprus;1;2021-01-04;76;55,1;2019-01-07;138;-44,93%;-62,41%;2020-01-06;162
Cyprus;1;2021-01-05;53;54,3;2019-01-08;114;-53,51%;-62,60%;2020-01-07;151
Cyprus;1;2021-01-06;66;53,4;2019-01-09;154;-57,14%;-63,44%;2020-01-08;180
Cyprus;1;2021-01-07;49;56,1;2019-01-10;135;-63,70%;-60,74%;2020-01-09;176
Cyprus;1;2021-01-08;61;61,9;2019-01-11;133;-54,14%;-56,53%;2020-01-10;181
Cyprus;1;2021-01-09;57;61,6;2019-01-12;152;-62,50%;-56,42%;2020-01-11;182
Cyprus;1;2021-01-10;60;60,3;2019-01-13;159;-62,26%;-57,16%;2020-01-12;194
Cyprus;2;2021-01-11;47;56,1;2019-01-14;125;-62,40%;-59,57%;2020-01-13;170
Cyprus;2;2021-01-12;55;56,4;2019-01-15;119;-53,78%;-59,57%;2020-01-14;136
Cyprus;2;2021-01-13;52;54,4;2019-01-16;149;-65,10%;-60,80%;2020-01-15;167
Cyprus;2;2021-01-14;44;53,7;2019-01-17;130;-66,15%;-61,12%;2020-01-16;129
Cyprus;2;2021-01-15;48;51,9;2019-01-18;123;-60,98%;-62,07%;2020-01-17;152
Cyprus;2;2021-01-16;33;48,4;2019-01-19;140;-76,43%;-64,13%;2020-01-18;155
Cyprus;2;2021-01-17;64;49;2019-01-20;148;-56,76%;-63,28%;2020-01-19;185
Cyprus;3;2021-01-18;46;48,9;2019-01-21;126;-63,49%;-63,42%;2020-01-20;156
Cyprus;3;2021-01-19;45;47,4;2019-01-22;108;-58,33%;-64,07%;2020-01-21;128
Cyprus;3;2021-01-20;45;46,4;2019-01-23;157;-71,34%;-65,13%;2020-01-22;160
Cyprus;3;2021-01-21;48;47;2019-01-24;127;-62,20%;-64,59%;2020-01-23;136
Cyprus;3;2021-01-22;52;47,6;2019-01-25;134;-61,19%;-64,57%;2020-01-24;150
Cyprus;3;2021-01-23;33;47,6;2019-01-26;134;-75,37%;-64,35%;2020-01-25;139
Cyprus;3;2021-01-24;48;45,3;2019-01-27;148;-67,57%;-66,06%;2020-01-26;175
Cyprus;4;2021-01-25;41;44,6;2019-01-28;122;-66,39%;-66,45%;2020-01-27;144
Cyprus;4;2021-01-26;35;43,1;2019-01-29;125;-72,00%;-68,11%;2020-01-28;125
Cyprus;4;2021-01-27;61;45,4;2019-01-30;156;-60,90%;-66,38%;2020-01-29;156
Cyprus;4;2021-01-28;52;46;2019-01-31;123;-57,72%;-65,82%;2020-01-30;144
Cyprus;4;2021-01-29;50;45,7;2019-02-01;126;-60,32%;-65,74%;2020-01-31;154
Cyprus;4;2021-01-30;27;44,9;2019-02-02;135;-80,00%;-66,42%;2020-02-01;145
Cyprus;4;2021-01-31;54;45,7;2019-02-03;153;-64,71%;-65,96%;2020-02-02;161
Cyprus;5;2021-02-01;56;47,9;2019-02-04;117;-52,14%;-64,17%;2020-02-03;151
Cyprus;5;2021-02-02;42;48,9;2019-02-05;119;-64,71%;-63,19%;2020-02-04;126
Cyprus;5;2021-02-03;49;47,1;2019-02-06;150;-67,33%;-64,25%;2020-02-05;151
Cyprus;5;2021-02-04;56;47,7;2019-02-07;122;-54,10%;-63,77%;2020-02-06;139
Cyprus;5;2021-02-05;71;50,7;2019-02-08;142;-50,00%;-62,15%;2020-02-07;155
Cyprus;5;2021-02-06;37;52,1;2019-02-09;149;-75,17%;-61,66%;2020-02-08;159
Cyprus;5;2021-02-07;46;51;2019-02-10;147;-68,71%;-62,26%;2020-02-09;165
Cyprus;6;2021-02-08;48;49,9;2019-02-11;125;-61,60%;-63,42%;2020-02-10;154
Cyprus;6;2021-02-09;55;51,7;2019-02-12;128;-57,03%;-62,41%;2020-02-11;149
Cyprus;6;2021-02-10;53;52,3;2019-02-13;152;-65,13%;-62,07%;2020-02-12;164
Cyprus;6;2021-02-11;60;52,9;2019-02-14;143;-58,04%;-62,47%;2020-02-13;156
Cyprus;6;2021-02-12;64;51,9;2019-02-15;144;-55,56%;-63,26%;2020-02-14;162
Cyprus;6;2021-02-13;37;51,9;2019-02-16;159;-76,73%;-63,63%;2020-02-15;174
Cyprus;6;2021-02-14;56;53,3;2019-02-17;170;-67,06%;-63,47%;2020-02-16;187
Cyprus;7;2021-02-15;42;52,4;2019-02-18;134;-68,66%;-64,37%;2020-02-17;152
Cyprus;7;2021-02-16;40;50,3;2019-02-19;123;-67,48%;-65,66%;2020-02-18;140
Cyprus;7;2021-02-17;61;51,4;2019-02-20;147;-58,50%;-64,71%;2020-02-19;155
Cyprus;7;2021-02-18;59;51,3;2019-02-21;146;-59,59%;-64,91%;2020-02-20;164
Cyprus;7;2021-02-19;60;50,7;2019-02-22;131;-54,20%;-64,85%;2020-02-21;161
Cyprus;7;2021-02-20;46;52;2019-02-23;150;-69,33%;-63,64%;2020-02-22;168
Cyprus;7;2021-02-21;57;52,1;2019-02-24;157;-63,69%;-63,06%;2020-02-23;171
Cyprus;8;2021-02-22;45;52,6;2019-02-25;130;-65,38%;-62,60%;2020-02-24;153
Cyprus;8;2021-02-23;56;54,9;2019-02-26;130;-56,92%;-61,25%;2020-02-25;141
Cyprus;8;2021-02-24;58;54,4;2019-02-27;181;-67,96%;-62,83%;2020-02-26;178
Cyprus;8;2021-02-25;57;54,1;2019-02-28;138;-58,70%;-62,73%;2020-02-27;166
Cyprus;8;2021-02-26;60;54,1;2019-03-01;139;-56,83%;-63,02%;2020-02-28;152
Cyprus;8;2021-02-27;43;53,7;2019-03-02;178;-75,84%;-64,29%;2020-02-29;174
Cyprus;8;2021-02-28;56;53,6;2019-03-03;180;-68,89%;-65,15%;2020-03-01;192
Cyprus;9;2021-03-01;54;54,9;2019-03-04;140;-61,43%;-64,64%;2020-03-02;150
Cyprus;9;2021-03-02;45;53,3;2019-03-05;131;-65,65%;-65,69%;2020-03-03;152
Cyprus;9;2021-03-03;48;51,9;2019-03-06;187;-74,33%;-66,79%;2020-03-04;194
Cyprus;9;2021-03-04;71;53,9;2019-03-07;148;-52,03%;-65,82%;2020-03-05;170
Cyprus;9;2021-03-05;60;53,9;2019-03-08;137;-56,20%;-65,76%;2020-03-06;167
Cyprus;9;2021-03-06;48;54,6;2019-03-09;170;-71,76%;-65,05%;2020-03-07;170
Cyprus;9;2021-03-07;62;55,4;2019-03-10;161;-61,49%;-63,87%;2020-03-08;186
Cyprus;10;2021-03-08;59;56,1;2019-03-11;137;-56,93%;-63,31%;2020-03-09;159
Cyprus;10;2021-03-09;52;57,1;2019-03-12;141;-63,12%;-63,00%;2020-03-10;149
Cyprus;10;2021-03-10;55;58,1;2019-03-13;183;-69,95%;-62,21%;2020-03-11;185
Cyprus;10;2021-03-11;66;57,4;2019-03-14;130;-49,23%;-62,04%;2020-03-12;168
Cyprus;10;2021-03-12;65;58,1;2019-03-15;150;-56,67%;-62,03%;2020-03-13;168
Cyprus;10;2021-03-13;42;57,3;2019-03-16;182;-76,92%;-63,01%;2020-03-14;176
Cyprus;10;2021-03-14;74;59;2019-03-17;166;-55,42%;-62,08%;2020-03-15;158
Cyprus;11;2021-03-15;59;59;2019-03-18;142;-58,45%;-62,25%;2020-03-16;150
Cyprus;11;2021-03-16;66;61;2019-03-19;130;-49,23%;-60,57%;2020-03-17;86
Cyprus;11;2021-03-17;66;62,6;2019-03-20;195;-66,15%;-60,00%;2020-03-18;97
Cyprus;11;2021-03-18;88;65,7;2019-03-21;158;-44,30%;-59,04%;2020-03-19;77
Cyprus;11;2021-03-19;79;67,7;2019-03-22;146;-45,89%;-57,64%;2020-03-20;65
Cyprus;11;2021-03-20;50;68,9;2019-03-23;175;-71,43%;-56,65%;2020-03-21;57
Cyprus;11;2021-03-21;60;66,9;2019-03-24;170;-64,71%;-58,06%;2020-03-22;22
Cyprus;12;2021-03-22;39;64;2019-03-25;144;-72,92%;-59,93%;2020-03-23;24
Cyprus;12;2021-03-23;46;61,1;2019-03-26;142;-67,61%;-62,12%;2020-03-24;25
Cyprus;12;2021-03-24;59;60,1;2019-03-27;196;-69,90%;-62,78%;2020-03-25;31
Cyprus;12;2021-03-25;84;59,6;2019-03-28;155;-45,81%;-63,03%;2020-03-26;34
Cyprus;12;2021-03-26;67;57,9;2019-03-29;142;-52,82%;-63,97%;2020-03-27;20
Cyprus;12;2021-03-27;52;58,1;2019-03-30;191;-72,77%;-64,30%;2020-03-28;16
Cyprus;12;2021-03-28;68;59,3;2019-03-31;220;-69,09%;-65,13%;2020-03-29;19
Cyprus;13;2021-03-29;63;62,7;2019-04-01;181;-65,19%;-64,22%;2020-03-30;26
Cyprus;13;2021-03-30;62;65;2019-04-02;195;-68,21%;-64,45%;2020-03-31;21
Cyprus;13;2021-03-31;70;66,6;2019-04-03;256;-72,66%;-65,22%;2020-04-01;25
Cyprus;13;2021-04-01;93;67,9;2019-04-04;181;-48,62%;-65,23%;2020-04-02;21
Cyprus;13;2021-04-02;77;69,3;2019-04-05;181;-57,46%;-65,48%;2020-04-03;27
Cyprus;13;2021-04-03;70;71,9;2019-04-06;238;-70,59%;-65,36%;2020-04-04;6
Cyprus;13;2021-04-04;76;73;2019-04-07;234;-67,52%;-65,14%;2020-04-05;12
Cyprus;14;2021-04-05;74;74,6;2019-04-08;190;-61,05%;-64,61%;2020-04-06;28
Cyprus;14;2021-04-06;56;73,7;2019-04-09;191;-70,68%;-64,92%;2020-04-07;29
Cyprus;14;2021-04-07;66;73,1;2019-04-10;256;-74,22%;-65,19%;2020-04-08;28
Cyprus;14;2021-04-08;81;71,4;2019-04-11;186;-56,45%;-66,12%;2020-04-09;25
Cyprus;14;2021-04-09;77;71,4;2019-04-12;188;-59,04%;-66,28%;2020-04-10;28
Cyprus;14;2021-04-10;68;71,1;2019-04-13;243;-72,02%;-66,53%;2020-04-11;7
Cyprus;14;2021-04-11;81;71,9;2019-04-14;241;-66,39%;-66,35%;2020-04-12;15
Cyprus;15;2021-04-12;69;71,1;2019-04-15;203;-66,01%;-66,98%;2020-04-13;34
Cyprus;15;2021-04-13;58;71,4;2019-04-16;194;-70,10%;-66,91%;2020-04-14;26
Cyprus;15;2021-04-14;67;71,6;2019-04-17;270;-75,19%;-67,15%;2020-04-15;22
Cyprus;15;2021-04-15;83;71,9;2019-04-18;230;-63,91%;-67,94%;2020-04-16;35
Cyprus;15;2021-04-16;88;73,4;2019-04-19;221;-60,18%;-67,92%;2020-04-17;34
Cyprus;15;2021-04-17;62;72,6;2019-04-20;258;-75,97%;-68,58%;2020-04-18;14
Cyprus;15;2021-04-18;93;74,3;2019-04-21;262;-64,50%;-68,25%;2020-04-19;12
Cyprus;16;2021-04-19;67;74;2019-04-22;225;-70,22%;-68,80%;2020-04-20;16
Cyprus;16;2021-04-20;67;75,3;2019-04-23;209;-67,94%;-68,54%;2020-04-21;20
Cyprus;16;2021-04-21;73;76,1;2019-04-24;277;-73,65%;-68,31%;2020-04-22;21
Cyprus;16;2021-04-22;91;77,3;2019-04-25;212;-57,08%;-67,49%;2020-04-23;36
Cyprus;16;2021-04-23;91;77,7;2019-04-26;220;-58,64%;-67,29%;2020-04-24;31
Cyprus;16;2021-04-24;101;83,3;2019-04-27;294;-65,65%;-65,69%;2020-04-25;18
Cyprus;16;2021-04-25;98;84;2019-04-28;269;-63,57%;-65,53%;2020-04-26;19
Cyprus;17;2021-04-26;73;84,9;2019-04-29;237;-69,20%;-65,42%;2020-04-27;28
Cyprus;17;2021-04-27;71;85,4;2019-04-30;233;-69,53%;-65,67%;2020-04-28;37
Cyprus;17;2021-04-28;95;88,6;2019-05-01;308;-69,16%;-65,03%;2020-04-29;36
Cyprus;17;2021-04-29;104;90,4;2019-05-02;229;-54,59%;-64,64%;2020-04-30;37
Cyprus;17;2021-04-30;119;94,4;2019-05-03;226;-47,35%;-63,20%;2020-05-01;20
Cyprus;17;2021-05-01;115;96,4;2019-05-04;288;-60,07%;-62,29%;2020-05-02;24
Cyprus;17;2021-05-02;88;95;2019-05-05;288;-69,44%;-63,24%;2020-05-03;11
Cyprus;18;2021-05-03;98;98,6;2019-05-06;255;-61,57%;-62,23%;2020-05-04;28
Cyprus;18;2021-05-04;88;101;2019-05-07;229;-61,57%;-61,22%;2020-05-05;29
Cyprus;18;2021-05-05;107;102,7;2019-05-08;311;-65,59%;-60,62%;2020-05-06;36
Cyprus;18;2021-05-06;100;102,1;2019-05-09;220;-54,55%;-60,65%;2020-05-07;38
Cyprus;18;2021-05-07;99;99,3;2019-05-10;249;-60,24%;-62,23%;2020-05-08;32
Cyprus;18;2021-05-08;112;98,9;2019-05-11;309;-63,75%;-62,82%;2020-05-09;19
Cyprus;18;2021-05-09;113;102,4;2019-05-12;293;-61,43%;-61,58%;2020-05-10;23
Cyprus;19;2021-05-10;125;106,3;2019-05-13;243;-48,56%;-59,87%;2020-05-11;32
Cyprus;19;2021-05-11;105;108,7;2019-05-14;201;-47,76%;-58,32%;2020-05-12;22
Cyprus;19;2021-05-12;129;111,9;2019-05-15;300;-57,00%;-56,86%;2020-05-13;24
Cyprus;19;2021-05-13;116;114,1;2019-05-16;229;-49,34%;-56,20%;2020-05-14;32
Cyprus;19;2021-05-14;130;118,6;2019-05-17;230;-43,48%;-54,02%;2020-05-15;30
Cyprus;19;2021-05-15;123;120,1;2019-05-18;289;-57,44%;-52,89%;2020-05-16;19
Cyprus;19;2021-05-16;132;122,9;2019-05-19;283;-53,36%;-51,55%;2020-05-17;23
Cyprus;20;2021-05-17;106;120,1;2019-05-20;265;-60,00%;-53,20%;2020-05-18;34
Cyprus;20;2021-05-18;117;121,9;2019-05-21;225;-48,00%;-53,16%;2020-05-19;35
Cyprus;20;2021-05-19;119;120,4;2019-05-22;302;-60,60%;-53,76%;2020-05-20;33
Cyprus;20;2021-05-20;122;121,3;2019-05-23;251;-51,39%;-53,98%;2020-05-21;38
Cyprus;20;2021-05-21;122;120,1;2019-05-24;243;-49,79%;-54,74%;2020-05-22;32
Cyprus;20;2021-05-22;138;122,3;2019-05-25;286;-51,75%;-53,85%;2020-05-23;17
Cyprus;20;2021-05-23;129;121,9;2019-05-26;298;-56,71%;-54,39%;2020-05-24;22
Cyprus;21;2021-05-24;99;120,9;2019-05-27;277;-64,26%;-55,05%;2020-05-25;30
Cyprus;21;2021-05-25;114;120,4;2019-05-28;237;-51,90%;-55,49%;2020-05-26;28
Cyprus;21;2021-05-26;105;118,4;2019-05-29;301;-65,12%;-56,21%;2020-05-27;36
Cyprus;21;2021-05-27;132;119,9;2019-05-30;241;-45,23%;-55,44%;2020-05-28;48
Cyprus;21;2021-05-28;136;121,9;2019-05-31;246;-44,72%;-54,77%;2020-05-29;29
Cyprus;21;2021-05-29;144;122,7;2019-06-01;312;-53,85%;-55,07%;2020-05-30;13
Cyprus;21;2021-05-30;145;125;2019-06-02;311;-53,38%;-54,55%;2020-05-31;16
Cyprus;22;2021-05-31;114;127,1;2019-06-03;278;-58,99%;-53,79%;2020-06-01;35
Cyprus;22;2021-06-01;139;130,7;2019-06-04;252;-44,84%;-52,86%;2020-06-02;35
Cyprus;22;2021-06-02;137;135,3;2019-06-05;329;-58,36%;-51,90%;2020-06-03;46
Cyprus;22;2021-06-03;154;138,4;2019-06-06;277;-44,40%;-51,67%;2020-06-04;32
Cyprus;22;2021-06-04;162;142,1;2019-06-07;301;-46,18%;-51,70%;2020-06-05;41
Cyprus;22;2021-06-05;162;144,7;2019-06-08;307;-47,23%;-50,71%;2020-06-06;32
Cyprus;22;2021-06-06;166;147,7;2019-06-09;327;-49,24%;-50,07%;2020-06-07;31
Cyprus;23;2021-06-07;134;150,6;2019-06-10;315;-57,46%;-50,00%;2020-06-08;25
Cyprus;23;2021-06-08;137;150,3;2019-06-11;245;-44,08%;-49,93%;2020-06-09;47
Cyprus;23;2021-06-09;126;148,7;2019-06-12;322;-60,87%;-50,29%;2020-06-10;63
Cyprus;23;2021-06-10;145;147,4;2019-06-13;277;-47,65%;-50,72%;2020-06-11;58
Cyprus;23;2021-06-11;144;144,9;2019-06-14;282;-48,94%;-51,13%;2020-06-12;56
Cyprus;23;2021-06-12;165;145,3;2019-06-15;311;-46,95%;-51,08%;2020-06-13;27
Cyprus;23;2021-06-13;167;145,4;2019-06-16;314;-46,82%;-50,73%;2020-06-14;38
Cyprus;24;2021-06-14;161;149,3;2019-06-17;303;-46,86%;-49,12%;2020-06-15;49
Cyprus;24;2021-06-15;138;149,4;2019-06-18;250;-44,80%;-49,20%;2020-06-16;47
Cyprus;24;2021-06-16;148;152,6;2019-06-19;341;-56,60%;-48,60%;2020-06-17;52
Cyprus;24;2021-06-17;184;158,1;2019-06-20;293;-37,20%;-47,13%;2020-06-18;62
Cyprus;24;2021-06-18;186;164,1;2019-06-21;283;-34,28%;-45,16%;2020-06-19;53
Cyprus;24;2021-06-19;164;164;2019-06-22;306;-46,41%;-45,07%;2020-06-20;45
Cyprus;24;2021-06-20;203;169,1;2019-06-23;324;-37,35%;-43,62%;2020-06-21;64
Cyprus;25;2021-06-21;177;171,4;2019-06-24;297;-40,40%;-42,69%;2020-06-22;66
Cyprus;25;2021-06-22;176;176,9;2019-06-25;243;-27,57%;-40,68%;2020-06-23;46
Cyprus;25;2021-06-23;167;179,6;2019-06-26;335;-50,15%;-39,60%;2020-06-24;61
Cyprus;25;2021-06-24;216;184,1;2019-06-27;275;-21,45%;-37,52%;2020-06-25;74
Cyprus;25;2021-06-25;218;188,7;2019-06-28;273;-20,15%;-35,66%;2020-06-26;79
Cyprus;25;2021-06-26;182;191,3;2019-06-29;308;-40,91%;-34,84%;2020-06-27;47
Cyprus;25;2021-06-27;203;191,3;2019-06-30;327;-37,92%;-34,94%;2020-06-28;56
Cyprus;26;2021-06-28;188;192,9;2019-07-01;328;-42,68%;-35,38%;2020-06-29;64
Cyprus;26;2021-06-29;181;193,6;2019-07-02;253;-28,46%;-35,45%;2020-06-30;57
Cyprus;26;2021-06-30;183;195,9;2019-07-03;336;-45,54%;-34,71%;2020-07-01;84
Cyprus;26;2021-07-01;246;200,1;2019-07-04;293;-16,04%;-33,85%;2020-07-02;102
Cyprus;26;2021-07-02;236;202,7;2019-07-05;290;-18,62%;-33,54%;2020-07-03;111
Cyprus;26;2021-07-03;241;211,1;2019-07-06;306;-21,24%;-30,71%;2020-07-04;81
Cyprus;26;2021-07-04;234;215,6;2019-07-07;322;-27,33%;-29,09%;2020-07-05;108
Cyprus;27;2021-07-05;181;214,6;2019-07-08;307;-41,04%;-28,71%;2020-07-06;120
Cyprus;27;2021-07-06;190;215,9;2019-07-09;246;-22,76%;-28,05%;2020-07-07;90
Cyprus;27;2021-07-07;179;215,3;2019-07-10;334;-46,41%;-28,17%;2020-07-08;108
Cyprus;27;2021-07-08;242;214,7;2019-07-11;277;-12,64%;-27,81%;2020-07-09;101
Cyprus;27;2021-07-09;228;213,6;2019-07-12;284;-19,72%;-27,99%;2020-07-10;130
Cyprus;27;2021-07-10;257;215,9;2019-07-13;311;-17,36%;-27,39%;2020-07-11;107
Cyprus;27;2021-07-11;245;217,4;2019-07-14;329;-25,53%;-27,11%;2020-07-12;104
Cyprus;28;2021-07-12;214;222,1;2019-07-15;309;-30,74%;-25,60%;2020-07-13;110
Cyprus;28;2021-07-13;192;222,4;2019-07-16;256;-25,00%;-25,86%;2020-07-14;89
Cyprus;28;2021-07-14;190;224;2019-07-17;339;-43,95%;-25,51%;2020-07-15;105
Cyprus;28;2021-07-15;246;224,6;2019-07-18;287;-14,29%;-25,67%;2020-07-16;106
Cyprus;28;2021-07-16;221;223,6;2019-07-19;288;-23,26%;-26,14%;2020-07-17;128
Cyprus;28;2021-07-17;268;225,1;2019-07-20;308;-12,99%;-25,52%;2020-07-18;119
Cyprus;28;2021-07-18;238;224,1;2019-07-21;334;-28,74%;-26,03%;2020-07-19;121
Cyprus;29;2021-07-19;230;226,4;2019-07-22;316;-27,22%;-25,52%;2020-07-20;118
Cyprus;29;2021-07-20;209;228,9;2019-07-23;255;-18,04%;-24,68%;2020-07-21;110
Cyprus;29;2021-07-21;197;229,9;2019-07-24;337;-41,54%;-24,28%;2020-07-22;111
Cyprus;29;2021-07-22;244;229,6;2019-07-25;282;-13,48%;-24,20%;2020-07-23;133
Cyprus;29;2021-07-23;231;231;2019-07-26;290;-20,34%;-23,80%;2020-07-24;119
Cyprus;29;2021-07-24;261;230;2019-07-27;298;-12,42%;-23,77%;2020-07-25;134
Cyprus;29;2021-07-25;265;233,9;2019-07-28;319;-16,93%;-21,94%;2020-07-26;124
Cyprus;30;2021-07-26;222;232,7;2019-07-29;322;-31,06%;-22,54%;2020-07-27;117
Cyprus;30;2021-07-27;196;230,9;2019-07-30;268;-26,87%;-23,63%;2020-07-28;112
Cyprus;30;2021-07-28;213;233,1;2019-07-31;361;-41,00%;-23,74%;2020-07-29;116
Cyprus;30;2021-07-29;265;236,1;2019-08-01;288;-7,99%;-22,97%;2020-07-30;120
Cyprus;30;2021-07-30;227;235,6;2019-08-02;294;-22,79%;-23,30%;2020-07-31;120
Cyprus;30;2021-07-31;275;237,6;2019-08-03;307;-10,42%;-22,97%;2020-08-01;147
Cyprus;30;2021-08-01;263;237,3;2019-08-04;335;-21,49%;-23,63%;2020-08-02;143
Cyprus;31;2021-08-02;233;238,9;2019-08-05;318;-26,73%;-22,98%;2020-08-03;135
Cyprus;31;2021-08-03;215;241,6;2019-08-06;247;-12,96%;-21,35%;2020-08-04;123
Cyprus;31;2021-08-04;230;244;2019-08-07;355;-35,21%;-20,34%;2020-08-05;151
Cyprus;31;2021-08-05;258;243;2019-08-08;291;-11,34%;-20,77%;2020-08-06;149
Cyprus;31;2021-08-06;222;242,3;2019-08-09;298;-25,50%;-21,15%;2020-08-07;130
Cyprus;31;2021-08-07;277;242,6;2019-08-10;323;-14,24%;-21,64%;2020-08-08;141
Cyprus;31;2021-08-08;264;242,7;2019-08-11;329;-19,76%;-21,38%;2020-08-09;146
Cyprus;32;2021-08-09;218;240,6;2019-08-12;315;-30,79%;-21,96%;2020-08-10;119
Cyprus;32;2021-08-10;204;239;2019-08-13;260;-21,54%;-22,94%;2020-08-11;124
Cyprus;32;2021-08-11;228;238,7;2019-08-14;351;-35,04%;-22,89%;2020-08-12;142
Cyprus;32;2021-08-12;259;238,9;2019-08-15;293;-11,60%;-22,91%;2020-08-13;146
Cyprus;32;2021-08-13;209;237;2019-08-16;298;-29,87%;-23,51%;2020-08-14;127
Cyprus;32;2021-08-14;266;235,4;2019-08-17;314;-15,29%;-23,70%;2020-08-15;133
Cyprus;32;2021-08-15;266;235,7;2019-08-18;335;-20,60%;-23,82%;2020-08-16;152
Cyprus;33;2021-08-16;239;238,7;2019-08-19;318;-24,84%;-22,96%;2020-08-17;132
Cyprus;33;2021-08-17;187;236,3;2019-08-20;252;-25,79%;-23,46%;2020-08-18;133
Cyprus;33;2021-08-18;235;237,3;2019-08-21;347;-32,28%;-22,99%;2020-08-19;157
Cyprus;33;2021-08-19;248;235,7;2019-08-22;286;-13,29%;-23,26%;2020-08-20;134
Cyprus;33;2021-08-20;222;237,6;2019-08-23;302;-26,49%;-22,79%;2020-08-21;131
Cyprus;33;2021-08-21;283;240;2019-08-24;310;-8,71%;-21,86%;2020-08-22;151
Cyprus;33;2021-08-22;292;243,7;2019-08-25;329;-11,25%;-20,43%;2020-08-23;154
Cyprus;34;2021-08-23;218;240,7;2019-08-26;318;-31,45%;-21,41%;2020-08-24;123
Cyprus;34;2021-08-24;199;242,4;2019-08-27;260;-23,46%;-21,14%;2020-08-25;129
Cyprus;34;2021-08-25;241;243,3;2019-08-28;349;-30,95%;-20,94%;2020-08-26;158
Cyprus;34;2021-08-26;236;241,6;2019-08-29;293;-19,45%;-21,75%;2020-08-27;115
Cyprus;34;2021-08-27;222;241,6;2019-08-30;286;-22,38%;-21,17%;2020-08-28;142
Cyprus;34;2021-08-28;287;242,1;2019-08-31;314;-8,60%;-21,13%;2020-08-29;142
Cyprus;34;2021-08-29;272;239,3;2019-09-01;323;-15,79%;-21,84%;2020-08-30;152
Cyprus;35;2021-08-30;230;241;2019-09-02;307;-25,08%;-20,87%;2020-08-31;127
Cyprus;35;2021-08-31;209;242,4;2019-09-03;243;-13,99%;-19,76%;2020-09-01;113
Cyprus;35;2021-09-01;237;241,9;2019-09-04;327;-27,52%;-19,11%;2020-09-02;150
Cyprus;35;2021-09-02;228;240,7;2019-09-05;285;-20,00%;-19,18%;2020-09-03;111
Cyprus;35;2021-09-03;210;239;2019-09-06;281;-25,27%;-19,57%;2020-09-04;135
Cyprus;35;2021-09-04;298;240,6;2019-09-07;310;-3,87%;-18,88%;2020-09-05;166
Cyprus;35;2021-09-05;288;242,9;2019-09-08;339;-15,04%;-18,74%;2020-09-06;172
Cyprus;36;2021-09-06;211;240,1;2019-09-09;297;-28,96%;-19,26%;2020-09-07;119
Cyprus;36;2021-09-07;176;235,4;2019-09-10;249;-29,32%;-21,07%;2020-09-08;105
Cyprus;36;2021-09-08;234;235;2019-09-11;324;-27,78%;-21,10%;2020-09-09;152
Cyprus;36;2021-09-09;226;234,7;2019-09-12;277;-18,41%;-20,90%;2020-09-10;115
Cyprus;36;2021-09-10;211;234,9;2019-09-13;279;-24,37%;-20,77%;2020-09-11;137
Cyprus;36;2021-09-11;283;232,7;2019-09-14;304;-6,91%;-21,27%;2020-09-12;166
Cyprus;36;2021-09-12;267;229,7;2019-09-15;332;-19,58%;-22,02%;2020-09-13;155
Cyprus;37;2021-09-13;219;230,9;2019-09-16;314;-30,25%;-22,27%;2020-09-14;114
Cyprus;37;2021-09-14;178;231,1;2019-09-17;264;-32,58%;-22,73%;2020-09-15;107
Cyprus;37;2021-09-15;254;234;2019-09-18;336;-24,40%;-22,22%;2020-09-16;169
Cyprus;37;2021-09-16;213;232,1;2019-09-19;282;-24,47%;-23,02%;2020-09-17;121
Cyprus;37;2021-09-17;227;234,4;2019-09-20;281;-19,22%;-22,34%;2020-09-18;121
Cyprus;37;2021-09-18;274;233,1;2019-09-21;311;-11,90%;-23,02%;2020-09-19;150
Cyprus;37;2021-09-19;277;234,6;2019-09-22;326;-15,03%;-22,33%;2020-09-20;165
Cyprus;38;2021-09-20;221;234,9;2019-09-23;294;-24,83%;-21,49%;2020-09-21;121
